,date,chemical,monitor,reading,wind_direction,wind_speed
0,2016-04-01 00:00:00,AGOC-3A,1,0.160462,190.5,4.0
1,2016-04-01 00:00:00,Appluimonia,1,0.0030929,190.5,4.0
2,2016-04-01 00:00:00,Chlorodinine,1,0.382308,190.5,4.0
3,2016-04-01 00:00:00,Methylosmolene,1,0.4174229999999999,190.5,4.0
4,2016-04-01 01:00:00,AGOC-3A,1,0.0656058,194.7666667,4.333333333
5,2016-04-01 01:00:00,Appluimonia,1,0.00951907,194.7666667,4.333333333
6,2016-04-01 01:00:00,Chlorodinine,1,0.325122,194.7666667,4.333333333
7,2016-04-01 01:00:00,Methylosmolene,1,0.381961,194.7666667,4.333333333
8,2016-04-01 02:00:00,AGOC-3A,1,0.20397,199.0333333,4.666666667
9,2016-04-01 02:00:00,Appluimonia,1,0.0983349,199.0333333,4.666666667
10,2016-04-01 02:00:00,Chlorodinine,1,0.32639,199.0333333,4.666666667
11,2016-04-01 02:00:00,Methylosmolene,1,0.0378444,199.0333333,4.666666667
12,2016-04-01 03:00:00,AGOC-3A,1,0.0895294,203.3,5.0
13,2016-04-01 03:00:00,Appluimonia,1,0.288575,203.3,5.0
14,2016-04-01 03:00:00,Chlorodinine,1,0.357711,203.3,5.0
15,2016-04-01 03:00:00,Methylosmolene,1,0.353672,203.3,5.0
16,2016-04-01 04:00:00,AGOC-3A,1,0.618398,202.5666667,5.066666667
17,2016-04-01 04:00:00,Appluimonia,1,0.33195,202.5666667,5.066666667
18,2016-04-01 04:00:00,Chlorodinine,1,0.117581,202.5666667,5.066666667
19,2016-04-01 04:00:00,Methylosmolene,1,0.284877,202.5666667,5.066666667
20,2016-04-01 05:00:00,AGOC-3A,1,0.294556,201.8333333,5.133333333
21,2016-04-01 05:00:00,Appluimonia,1,0.0388837,201.8333333,5.133333333
22,2016-04-01 05:00:00,Chlorodinine,1,0.108269,201.8333333,5.133333333
23,2016-04-01 05:00:00,Methylosmolene,1,0.989826,201.8333333,5.133333333
24,2016-04-01 06:00:00,AGOC-3A,1,0.210431,201.1,5.2
25,2016-04-01 06:00:00,Appluimonia,1,0.0228912,201.1,5.2
26,2016-04-01 06:00:00,Chlorodinine,1,0.32179,201.1,5.2
27,2016-04-01 06:00:00,Methylosmolene,1,0.250966,201.1,5.2
28,2016-04-01 07:00:00,AGOC-3A,1,0.27182399999999995,202.3666667,4.833333333
29,2016-04-01 07:00:00,Appluimonia,1,0.0100301,202.3666667,4.833333333
30,2016-04-01 07:00:00,Chlorodinine,1,0.188189,202.3666667,4.833333333
31,2016-04-01 07:00:00,Methylosmolene,1,0.072075,202.3666667,4.833333333
32,2016-04-01 08:00:00,AGOC-3A,1,0.0343286,203.6333333,4.466666667
33,2016-04-01 08:00:00,Appluimonia,1,0.366206,203.6333333,4.466666667
34,2016-04-01 08:00:00,Chlorodinine,1,0.380071,203.6333333,4.466666667
35,2016-04-01 08:00:00,Methylosmolene,1,0.292984,203.6333333,4.466666667
36,2016-04-01 09:00:00,AGOC-3A,1,0.270683,204.9,4.1
37,2016-04-01 09:00:00,Appluimonia,1,0.300466,204.9,4.1
