,date,chemical,monitor,reading,wind_direction,wind_speed
0,2016-04-01 00:00:00,AGOC-3A,2,0.228558,190.5,4.0
1,2016-04-01 00:00:00,Appluimonia,2,0.518521,190.5,4.0
2,2016-04-01 00:00:00,Chlorodinine,2,0.0115732,190.5,4.0
3,2016-04-01 00:00:00,Methylosmolene,2,0.110788,190.5,4.0
4,2016-04-01 01:00:00,AGOC-3A,2,0.452257,194.7666667,4.333333333
5,2016-04-01 01:00:00,Appluimonia,2,0.152105,194.7666667,4.333333333
6,2016-04-01 01:00:00,Chlorodinine,2,0.0777142,194.7666667,4.333333333
7,2016-04-01 01:00:00,Methylosmolene,2,0.225031,194.7666667,4.333333333
8,2016-04-01 02:00:00,AGOC-3A,2,0.509981,199.0333333,4.666666667
9,2016-04-01 02:00:00,Appluimonia,2,0.6457350000000001,199.0333333,4.666666667
10,2016-04-01 02:00:00,Chlorodinine,2,0.689016,199.0333333,4.666666667
11,2016-04-01 02:00:00,Methylosmolene,2,0.0704396,199.0333333,4.666666667
12,2016-04-01 03:00:00,AGOC-3A,2,0.280231,203.3,5.0
13,2016-04-01 03:00:00,Appluimonia,2,0.596467,203.3,5.0
14,2016-04-01 03:00:00,Chlorodinine,2,0.0622761,203.3,5.0
15,2016-04-01 03:00:00,Methylosmolene,2,0.124396,203.3,5.0
16,2016-04-01 04:00:00,AGOC-3A,2,0.714903,202.5666667,5.066666667
17,2016-04-01 04:00:00,Appluimonia,2,0.146269,202.5666667,5.066666667
18,2016-04-01 04:00:00,Chlorodinine,2,0.299912,202.5666667,5.066666667
19,2016-04-01 04:00:00,Methylosmolene,2,0.6417619999999999,202.5666667,5.066666667
20,2016-04-01 05:00:00,AGOC-3A,2,0.252217,201.8333333,5.133333333
21,2016-04-01 05:00:00,Appluimonia,2,0.285482,201.8333333,5.133333333
22,2016-04-01 05:00:00,Chlorodinine,2,0.138576,201.8333333,5.133333333
23,2016-04-01 05:00:00,Methylosmolene,2,0.020315700000000003,201.8333333,5.133333333
24,2016-04-01 06:00:00,AGOC-3A,2,0.171442,201.1,5.2
25,2016-04-01 06:00:00,Appluimonia,2,0.678525,201.1,5.2
26,2016-04-01 06:00:00,Chlorodinine,2,0.524311,201.1,5.2
27,2016-04-01 06:00:00,Methylosmolene,2,0.378806,201.1,5.2
28,2016-04-01 07:00:00,AGOC-3A,2,0.0958847,202.3666667,4.833333333
29,2016-04-01 07:00:00,Appluimonia,2,0.638567,202.3666667,4.833333333
30,2016-04-01 07:00:00,Chlorodinine,2,0.542413,202.3666667,4.833333333
31,2016-04-01 07:00:00,Methylosmolene,2,0.221445,202.3666667,4.833333333
