,date,chemical,monitor,reading,wind_direction,wind_speed,cum_sum,anomaly_count,dup_chem,dup_all,square_root,cube
0,2016-04-01 00:00:00,AGOC-3A,7,0.49728199999999995,190.5,4.0,0.49728199999999995,,,,0.7051822459478116,0.12297256120670973
1,2016-04-01 01:00:00,AGOC-3A,7,0.26115700000000003,194.7666667,4.333333333,0.758439,,,,0.5110352238349134,0.0178116852950369
2,2016-04-01 02:00:00,AGOC-3A,7,0.030436400000000002,199.0333333,4.666666667,0.7888754,,,,0.17446031067265702,2.8195503156580552e-05
3,2016-04-01 03:00:00,AGOC-3A,7,0.405114,203.3,5.0,1.1939894,,,,0.6364856636248769,0.06648623734162153
4,2016-04-01 04:00:00,AGOC-3A,7,0.8569709999999999,202.56666669999998,5.066666667,2.0509604,,,,0.9257272816548079,0.6293588980991864
5,2016-04-01 05:00:00,AGOC-3A,7,0.11640299999999999,201.83333330000002,5.133333333,2.1673634,,,,0.3411788387341747,0.0015772208877828267
6,2016-04-01 06:00:00,AGOC-3A,7,3.81396,201.1,5.2,5.9813234,,,,1.952936250879685,55.478971570787124
7,2016-04-01 07:00:00,AGOC-3A,7,0.426199,202.3666667,4.833333333,6.4075223999999995,,,,0.652839183873027,0.0774171677899586
8,2016-04-01 08:00:00,AGOC-3A,7,0.45128599999999996,203.6333333,4.466666667,6.858808399999999,,,,0.6717782372182057,0.09190847975138164
9,2016-04-01 09:00:00,AGOC-3A,7,0.639886,204.9,4.1,7.498694399999999,,,,0.7999287468268658,0.2620039417508384
10,2016-04-01 10:00:00,AGOC-3A,7,0.152753,205.6,3.933333333,7.651447399999999,,,,0.3908362828602278,0.003564258919061777
11,2016-04-01 11:00:00,AGOC-3A,7,0.0143858,206.3,3.766666667,7.665833199999999,,,,0.11994081873991023,2.9771591719847125e-06
12,2016-04-01 12:00:00,AGOC-3A,7,0.435586,207.0,3.6,8.101419199999999,,,,0.659989393854174,0.08264598088301003
13,2016-04-01 13:00:00,AGOC-3A,7,2.9472,207.0333333,3.4,11.0486192,,,,1.7167410987099947,25.599343362048
14,2016-04-01 14:00:00,AGOC-3A,7,0.329869,207.06666669999998,3.2,11.3784882,,,,0.5743422324711983,0.03589421928714192
15,2016-04-01 15:00:00,AGOC-3A,7,0.9278290000000001,207.1,3.0,12.3063172,,,,0.9632388073577601,0.7987370460099441
16,2016-04-01 16:00:00,AGOC-3A,7,0.7178260000000001,219.33333330000002,2.633333333,13.024143200000001,,,,0.8472461271673067,0.3698771936812361
17,2016-04-01 17:00:00,AGOC-3A,7,0.195857,231.56666669999998,2.266666667,13.220000200000001,,,,0.4425573409175358,0.0075130675570877934
18,2016-04-01 18:00:00,AGOC-3A,7,0.0954296,243.8,1.9,13.3154298,,,,0.30891681728258175,0.0008690590977909264
19,2016-04-01 19:00:00,AGOC-3A,7,2.2287,249.9,2.233333333,15.5441298,,,,1.4928831166571614,11.070183993903
20,2016-04-01 20:00:00,AGOC-3A,7,1.2087,256.0,2.566666667,16.7528298,,,,1.0994089321085216,1.7658571425030005
21,2016-04-01 21:00:00,AGOC-3A,7,1.08284,262.1,2.9,17.8356698,,,,1.0405959830789278,1.2696758834503041
22,2016-04-01 22:00:00,AGOC-3A,7,1.2542200000000001,264.04,2.88,19.0898898,,,,1.1199196399742262,1.9729731066514484
23,2016-04-01 23:00:00,AGOC-3A,7,0.050630400000000006,265.98,2.86,19.1405202,,,,0.2250119996800171,0.00012978786114758252
24,2016-04-02 00:00:00,AGOC-3A,7,,0.0,0.0,19.1405202,,,,,
25,2016-04-02 01:00:00,AGOC-3A,7,0.736405,267.92,2.84,19.876925200000002,,,,0.8581404313980318,0.39934677887363007
26,2016-04-02 02:00:00,AGOC-3A,7,0.8914569999999999,269.86,2.82,20.7683822,,,,0.9441700058781787,0.7084369401998208
27,2016-04-02 03:00:00,AGOC-3A,7,0.189833,271.8,2.8,20.9582152,,,,0.43569829010451716,0.006840929792072537
28,2016-04-02 04:00:00,AGOC-3A,7,2.40938,274.46666669999996,2.366666667,23.3675952,,,,1.552217768227126,13.986720712973673
29,2016-04-02 05:00:00,AGOC-3A,7,0.0107267,277.1333333,1.9333333330000002,23.3783219,,,,0.10356978323816267,1.234236551803163e-06
30,2016-04-02 06:00:00,AGOC-3A,7,0.400332,279.8,1.5,23.7786539,,,,0.632717946639733,0.06415949230539437
31,2016-04-02 07:00:00,AGOC-3A,7,0.631516,277.3,1.4333333330000002,24.4101699,,,,0.7946798097347132,0.25185644838799603
32,2016-04-02 08:00:00,AGOC-3A,7,0.113426,274.8,1.3666666669999998,24.5235959,,,,0.3367877669987436,0.001459277379672776
33,2016-04-02 09:00:00,AGOC-3A,7,0.162933,272.3,1.3,24.6865289,,,,0.403649600520055,0.004325408825820236
34,2016-04-02 10:00:00,AGOC-3A,7,0.159333,249.3,1.3,24.8458619,,,,0.399165379260276,0.0040449876499790375
35,2016-04-02 11:00:00,AGOC-3A,7,0.482951,226.3,1.3,25.3288129,,,,0.6949467605507633,0.11264429699593137
36,2016-04-02 12:00:00,AGOC-3A,7,0.328671,203.3,1.3,25.6574839,,,,0.573298351645982,0.03550456193125571
37,2016-04-02 13:00:00,AGOC-3A,7,1.12484,198.4,1.5666666669999998,26.782323899999998,,,,1.060584744374536,1.4232207113959043
38,2016-04-02 14:00:00,AGOC-3A,7,0.12370999999999999,193.5,1.8333333330000001,26.906033899999997,,,,0.35172432386742886,0.0018932781408109993
39,2016-04-02 15:00:00,AGOC-3A,7,0.859067,188.6,2.1,27.765100899999997,,,,0.926858673153572,0.6339881046494538
40,2016-04-02 16:00:00,AGOC-3A,7,0.27266399999999996,192.3666667,2.3,28.037764899999996,,,,0.5221723853288298,0.020271384191890937
41,2016-04-02 17:00:00,AGOC-3A,7,0.700557,196.1333333,2.5,28.738321899999995,,,,0.8369928315105214,0.34381944169570866
42,2016-04-02 18:00:00,AGOC-3A,7,2.12512,199.9,2.7,30.863441899999994,,,,1.4577791327906982,9.597328841801726
43,2016-04-02 19:00:00,AGOC-3A,7,3.23089,208.2666667,2.666666667,34.09433189999999,,,,1.79746766313055,33.72613051915397
44,2016-04-02 20:00:00,AGOC-3A,7,0.452775,216.6333333,2.633333333,34.547106899999996,,,,0.6728855771971933,0.09282122971298437
45,2016-04-02 21:00:00,AGOC-3A,7,0.111394,225.0,2.6,34.65850089999999,,,,0.33375739692177614,0.0013822461767509842
46,2016-04-02 22:00:00,AGOC-3A,7,1.21112,241.56666669999998,2.666666667,35.869620899999994,,,,1.1005089731574205,1.776484930876928
47,2016-04-02 23:00:00,AGOC-3A,7,1.46547,258.1333333,2.733333333,37.3350909,,,,1.2105659833317637,3.1472467732093232
48,2016-04-03 00:00:00,AGOC-3A,7,0.776443,274.7,2.8,38.1115339,,,,0.8811600308684002,0.4680893248586103
49,2016-04-03 01:00:00,AGOC-3A,7,0.630143,282.7666667,2.6,38.741676899999995,,,,0.7938154697409215,0.2502173087515342
50,2016-04-03 02:00:00,AGOC-3A,7,0.510446,290.8333333,2.4,39.252122899999996,,,,0.7144550370737125,0.1329993182301965
51,2016-04-03 03:00:00,AGOC-3A,7,0.789909,298.9,2.2,40.0420319,,,,0.8887682487577963,0.4928686403252164
52,2016-04-03 04:00:00,AGOC-3A,7,0.529051,304.9,2.166666667,40.5710829,,,,0.7273589210286762,0.1480787088009197
53,2016-04-03 05:00:00,AGOC-3A,7,0.11349300000000001,310.9,2.133333333,40.6845759,,,,0.336887221485173,0.0014618648644341575
54,2016-04-03 06:00:00,AGOC-3A,7,0.78233,316.9,2.1,41.4669059,,,,0.8844942057469908,0.47881743227533696
55,2016-04-03 07:00:00,AGOC-3A,7,1.28099,320.7,2.633333333,42.7478959,,,,1.131808287652993,2.1020218125542995
56,2016-04-03 08:00:00,AGOC-3A,7,0.171514,324.5,3.166666667,42.919409900000005,,,,0.41414248755712085,0.005045436290344744
57,2016-04-03 09:00:00,AGOC-3A,7,0.8138850000000001,328.3,3.7,43.733294900000004,,,,0.9021557515196587,0.5391245806739293
58,2016-04-03 10:00:00,AGOC-3A,7,2.59767,327.1333333,3.9,46.330964900000005,,,,1.6117288853898475,17.52878993277066
59,2016-04-03 11:00:00,AGOC-3A,7,0.8943399999999999,325.96666669999996,4.1,47.225304900000005,,,,0.9456955112508465,0.7153325147985038
60,2016-04-03 12:00:00,AGOC-3A,7,0.522361,324.8,4.3,47.7476659,,,,0.7227454600341672,0.14253195230173185
61,2016-04-03 13:00:00,AGOC-3A,7,0.335944,320.9,4.4,48.0836099,,,,0.5796067632455646,0.03791409263291239
62,2016-04-03 14:00:00,AGOC-3A,7,0.212135,317.0,4.5,48.2957449,,,,0.46058115462967003,0.009546341913560373
63,2016-04-03 15:00:00,AGOC-3A,7,0.35438000000000003,313.1,4.6,48.6501249,,,,0.5952982445799753,0.04450487764767201
64,2016-04-03 16:00:00,AGOC-3A,7,0.13078900000000002,307.1333333,4.8,48.7809139,,,,0.3616476185460095,0.00223724557435907
65,2016-04-03 17:00:00,AGOC-3A,7,0.17468399999999998,301.1666667,5.0,48.9555979,,,,0.41795215037130745,0.005330394892845502
66,2016-04-03 18:00:00,AGOC-3A,7,1.77205,295.2,5.2,50.7276479,,,,1.3311836837942388,5.564522658890124
67,2016-04-03 19:00:00,AGOC-3A,7,0.11495799999999999,295.6,5.333333333,50.8426059,,,,0.3390545678795671,0.0015192092585059117
68,2016-04-03 20:00:00,AGOC-3A,7,0.034160199999999995,296.0,5.466666667,50.876766100000005,,,,0.18482478188814397,3.986219544345919e-05
69,2016-04-03 21:00:00,AGOC-3A,7,0.126616,296.4,5.6,51.0033821,,,,0.3558314207598874,0.002029858516112896
70,2016-04-03 22:00:00,AGOC-3A,7,0.367417,297.4,5.166666667,51.370799100000006,,,,0.6061493215371935,0.04959955046330071
71,2016-04-03 23:00:00,AGOC-3A,7,0.989693,298.4,4.733333333,52.36049210000001,,,,0.9948331518400461,0.9693966077905957
72,2016-04-04 00:00:00,AGOC-3A,7,0.561516,299.4,4.3,52.922008100000006,,,,0.749343712858125,0.17704611735423612
73,2016-04-04 01:00:00,AGOC-3A,7,0.061010699999999994,300.2666667,4.2,52.9830188,,,,0.24700344127157417,0.00022710046505289497
74,2016-04-04 02:00:00,AGOC-3A,7,0.13603800000000002,301.1333333,4.1,53.1190568,,,,0.3688332956770579,0.0025175651332068733
75,2016-04-04 03:00:00,AGOC-3A,7,0.470808,302.0,4.0,53.5898648,,,,0.6861545015519463,0.10435938266575412
76,2016-04-04 04:00:00,AGOC-3A,7,0.016191499999999998,299.9,3.333333333,53.6060563,,,,0.12724582507886062,4.244839290735873e-06
77,2016-04-04 05:00:00,AGOC-3A,7,0.40744400000000003,297.8,2.666666667,54.0135003,,,,0.6383134026479469,0.0676400282585844
78,2016-04-04 06:00:00,AGOC-3A,7,0.23748000000000002,295.7,2.0,54.250980299999995,,,,0.48731919724139744,0.013393100284992004
79,2016-04-04 07:00:00,AGOC-3A,7,0.389304,294.5,1.8,54.6402843,,,,0.623942305025072,0.059001981629566456
80,2016-04-04 08:00:00,AGOC-3A,7,0.715182,293.3,1.6,55.355466299999996,,,,0.8456843382728569,0.36580507490700853
81,2016-04-04 09:00:00,AGOC-3A,7,0.305275,292.1,1.4,55.6607413,,,,0.5525169680652351,0.02844943984267188
82,2016-04-04 10:00:00,AGOC-3A,7,0.29885300000000004,292.2333333,1.4,55.9595943,,,,0.546674491813913,0.026691492539096487
83,2016-04-04 11:00:00,AGOC-3A,7,0.235136,292.3666667,1.4,56.194730299999996,,,,0.4849082387421356,0.013000419842195458
84,2016-04-04 12:00:00,AGOC-3A,7,0.594331,292.5,1.4,56.78906129999999,,,,0.7709286607721885,0.20993514542196676
85,2016-04-04 13:00:00,AGOC-3A,7,0.513997,303.6,1.2,57.3030583,,,,0.7169358409230215,0.135794366249878
86,2016-04-04 14:00:00,AGOC-3A,7,0.290476,314.7,1.0,57.593534299999995,,,,0.5389582544130853,0.02450929202897018
87,2016-04-04 15:00:00,AGOC-3A,7,0.833043,325.8,0.8,58.42657729999999,,,,0.9127118932061749,0.5780990533017305
88,2016-04-04 16:00:00,AGOC-3A,7,1.5973,336.6666667,0.933333333,60.02387729999999,,,,1.2638433447227548,4.0752989723169994
89,2016-04-04 17:00:00,AGOC-3A,7,0.0642578,347.53333330000015,1.066666667,60.08813509999999,,,,0.2534912227277308,0.0002653246240148846
90,2016-04-04 18:00:00,AGOC-3A,7,1.02659,358.4,1.2,61.11472509999999,,,,1.0132077773092742,1.0819098841771786
91,2016-04-04 19:00:00,AGOC-3A,7,0.118144,353.6333333,1.4,61.23286909999999,,,,0.34372081694305334,0.001649054511529984
