,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_anamoly,Chlorodinine_anamoly,AGOC_anamoly,Appluimonia_anamoly,Methylosmolene_cum_sum,Chlorodinine_cum_sum,AGOC_3A_cum_sum,Appluimonia_cum_sum,Methylosmolene_cube,Chlorodinine_cube,AGOC_3A_cube,Appluimonia_cube,Methylosmolene_square_root,Chlorodinine_square_root,AGOC_3A_square_root,Appluimonia_square_root
0,2016-04-01 00:00:00,0.4174229999999999,0.382308,0.160462,0.0030929,0.0,0.0,0.0,0.0,0.4174229999999999,0.382308,0.160462,0.0030929,0.0727326021,0.0558779105,0.0041315842,2.96e-08,0.6460828120000001,0.6183106016000001,0.40057708369999995,0.0556138472
1,2016-04-01 01:00:00,0.381961,0.325122,0.0656058,0.00951907,0.0,0.0,0.0,0.0,0.799384,0.70743,0.2260678,0.01261197,0.055725896600000005,0.0343667983,0.0002823753,8.625e-07,0.6180299346,0.5701947036,0.25613629179999997,0.0975657214
2,2016-04-01 02:00:00,0.0378444,0.32639,0.20397,0.0983349,0.0,0.0,0.0,0.0,0.8372284,1.0338200000000002,0.4300378,0.11094687,5.42007e-05,0.0347704677,0.008485919100000001,0.0009508742,0.1945363719,0.5713055225,0.4516303798,0.31358396
3,2016-04-01 03:00:00,0.353672,0.357711,0.0895294,0.288575,0.0,0.0,0.0,0.0,1.1909003999999999,1.3915309999999999,0.5195672,0.39952187,0.044238667300000006,0.045771683499999986,0.0007176241000000001,0.0240312363,0.5947032874,0.5980894582,0.29921463870000004,0.5371917721
4,2016-04-01 04:00:00,0.284877,0.117581,0.618398,0.33195,0.0,0.0,0.0,0.0,1.4757774,1.509112,1.1379652,0.73147187,0.0231191659,0.0016255916,0.23648534300000001,0.0365778369,0.5337387001,0.3429008603,0.7863828584,0.5761510219
5,2016-04-01 05:00:00,0.989826,0.108269,0.294556,0.0388837,0.0,0.0,0.0,0.0,2.4656034,1.617381,1.4325212,0.77035557,0.9697874777,0.0012691483,0.0255566321,5.87899e-05,0.994899995,0.32904255039999997,0.5427301354999999,0.1971895028
6,2016-04-01 06:00:00,0.250966,0.32179,0.210431,0.0228912,0.0,0.0,0.0,0.0,2.7165694,1.939171,1.6429522,0.79324677,0.0158068258,0.0333209697,0.0093181384,1.19951e-05,0.5009650686,0.56726537,0.45872758799999996,0.1512983807
7,2016-04-01 07:00:00,0.072075,0.188189,0.27182399999999995,0.0100301,0.0,0.0,0.0,0.0,2.7886444,2.12736,1.9147762,0.80327687,0.0003744156,0.0066647322000000005,0.0200846097,1.0091e-06,0.2684678752,0.433807561,0.5213674328,0.1001503869
8,2016-04-01 08:00:00,0.292984,0.380071,0.0343286,0.366206,0.0,0.0,0.0,0.0,3.0816284,2.507431,1.9491048,1.16948287,0.0251496365,0.0549027629,4.04546e-05,0.049110727400000005,0.5412799645,0.6164989862,0.1852797884,0.6051495683
9,2016-04-01 09:00:00,0.0988394,0.204093,0.270683,0.300466,0.0,0.0,0.0,0.0,3.1804678,2.7115240000000003,2.2197878,1.46994887,0.0009655845,0.008501280200000001,0.0198327503,0.0271260155,0.3143873407,0.4517665326,0.5202720442000001,0.5481477903
