,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_anamoly,Chlorodinine_anamoly,AGOC_anamoly,Appluimonia_anamoly,Methylosmolene_cum_sum,Chlorodinine_cum_sum,AGOC_3A_cum_sum,Appluimonia_cum_sum,Methylosmolene_cube,Chlorodinine_cube,AGOC_3A_cube,Appluimonia_cube,Methylosmolene_square_root,Chlorodinine_square_root,AGOC_3A_square_root,Appluimonia_square_root
0,2016-04-01 00:00:00,0.144993,0.197804,0.10578699999999999,0.272886,0.0,0.0,0.0,0.0,0.14499299999999998,0.197804,0.105787,0.272886,0.0030481835,0.0077393629,0.0011838506,0.020320938700000003,0.3807794637,0.44475161609999997,0.3252491353,0.5223849156
1,2016-04-01 01:00:00,0.18648800000000001,0.345217,0.12304200000000001,0.131138,0.0,0.0,0.0,0.0,0.331481,0.543021,0.228829,0.404024,0.0064856375,0.041141159,0.0018627739000000002,0.0022552031,0.4318425639,0.5875516999,0.35077343110000003,0.362129811
2,2016-04-01 02:00:00,0.634746,0.165901,0.0656916,0.0430606,0.0,0.0,0.0,0.0,0.9662270000000001,0.7089219999999999,0.2945206,0.44708459999999994,0.2557407404,0.0045661167,0.0002834846,7.98436e-05,0.7967094828,0.4073094647,0.2563037261,0.20751048170000003
3,2016-04-01 03:00:00,0.486087,0.51323,0.198875,0.378197,0.0,0.0,0.0,0.0,1.452314,1.2221520000000001,0.4933956,0.8252815999999998,0.1148529142,0.135187365,0.007865758,0.0540946405,0.6971993976,0.7164007259,0.4459540335,0.6149772354
4,2016-04-01 04:00:00,0.0559182,0.127112,0.25342,0.734143,0.0,0.0,0.0,0.0,1.5082322,1.349264,0.7468155999999999,1.5594245999999998,0.0001748475,0.0020538071,0.0162750623,0.3956780754,0.2364702941,0.3565276988,0.5034083829,0.8568214516
5,2016-04-01 05:00:00,0.367007,0.37849299999999997,0.0318543,0.25356300000000004,0.0,0.0,0.0,0.0,1.8752392,1.727757,0.7786698999999999,1.8129876,0.0494336915,0.0542217532,3.23224e-05,0.016302629000000003,0.6058110266,0.6152178476,0.17847772969999998,0.5035503947000001
6,2016-04-01 06:00:00,0.148385,0.590046,0.361752,0.0848154,0.0,0.0,0.0,0.0,2.0236242,2.317803,1.1404219,1.897803,0.003267157,0.2054270415,0.047340498,0.0006101325,0.3852077362,0.7681445176999999,0.6014582279999999,0.29123083629999996
7,2016-04-01 07:00:00,0.268067,0.21337399999999998,0.0320344,0.268262,0.0,0.0,0.0,0.0,2.2916912,2.531177,1.1724563000000001,2.166065,0.0192632722,0.0097145905,3.2873800000000004e-05,0.019305340900000002,0.5177518711,0.46192423619999995,0.17898156329999998,0.517940151
8,2016-04-01 08:00:00,0.263384,0.331285,0.0810158,0.419446,0.0,0.0,0.0,0.0,2.5550752,2.862462,1.2534721000000002,2.585511,0.018271246100000003,0.0363584463,0.0005317521000000001,0.0737952097,0.5132095089,0.5755736269,0.28463274580000003,0.6476465085
9,2016-04-01 09:00:00,0.126885,0.10603,0.23041799999999998,0.37218,0.0,0.0,0.0,0.0,2.6819602000000002,2.968492,1.4838901000000002,2.957691,0.0020428235,0.0011920275,0.0122334572,0.051553611500000006,0.3562092082,0.3256224808,0.4800187496,0.6100655702000001
