,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_anamoly,Chlorodinine_anamoly,AGOC_anamoly,Appluimonia_anamoly,Methylosmolene_cum_sum,Chlorodinine_cum_sum,AGOC_3A_cum_sum,Appluimonia_cum_sum,Methylosmolene_cube,Chlorodinine_cube,AGOC_3A_cube,Appluimonia_cube,Methylosmolene_square_root,Chlorodinine_square_root,AGOC_3A_square_root,Appluimonia_square_root
0,2016-04-01 00:00:00,2.63064,0.943983,0.49728199999999995,0.38494,0.0,0.0,0.0,0.0,2.63064,0.943983,0.49728199999999995,0.38494,18.20473068,0.8411869369,0.1229725612,0.0570399487,1.6219247825,0.9715878756,0.7051822459,0.620435331
1,2016-04-01 01:00:00,2.26404,1.26748,0.26115700000000003,0.63253,0.0,0.0,0.0,0.0,4.89468,2.211463,0.7584390000000001,1.01747,11.605190838399999,2.036213655,0.0178116853,0.25307158490000004,1.5046727219,1.1258241426,0.5110352238,0.7953175466
2,2016-04-01 02:00:00,0.9708379999999999,0.608635,0.030436400000000002,1.6611799999999999,0.0,0.0,0.0,0.0,5.865518,2.820098,0.7888754,2.67865,0.9150404667,0.2254606577,2.81955e-05,4.5840577598,0.9853111184,0.7801506265000001,0.1744603107,1.2888677201
3,2016-04-01 03:00:00,0.0808523,0.0144352,0.405114,0.446928,0.0,0.0,0.0,0.0,5.9463703,2.8345332,1.1939893999999998,3.125578,0.0005285391,3.0079e-06,0.0664862373,0.08927147120000001,0.28434538859999997,0.12014657710000001,0.6364856636,0.6685267384
4,2016-04-01 04:00:00,0.312161,1.03067,0.8569709999999999,0.168924,0.0,0.0,0.0,0.0,6.2585313,3.8652032,2.0509604,3.2945019999999996,0.030418369400000006,1.0948607964,0.6293588981,0.0048203000000000005,0.5587137013,1.0152191882,0.9257272817,0.4110036496
5,2016-04-01 05:00:00,0.195448,0.512425,0.11640299999999999,0.256853,0.0,0.0,0.0,0.0,6.453979299999999,4.3776282,2.1673633999999997,3.5513550000000005,0.0074660981000000005,0.1345522391,0.0015772209,0.016945481999999998,0.4420950124,0.715838669,0.3411788387,0.5068066693000001
6,2016-04-01 06:00:00,0.940167,0.0627053,3.81396,0.9690270000000001,0.0,0.0,0.0,0.0,7.3941463,4.4403334999999995,5.981323400000001,4.520382,0.8310267623,0.0002465544,55.4789715708,0.909929267,0.9696220913,0.2504102634,1.9529362509,0.9843916903
7,2016-04-01 07:00:00,0.09295880000000001,0.33374899999999996,0.426199,0.386387,0.0,0.0,0.0,0.0,7.487105099999999,4.7740825000000005,6.4075224,4.9067690000000015,0.0008032885,0.0371757654,0.0774171678,0.0576856138,0.3048914561,0.5777101349,0.6528391839000001,0.6216003539
8,2016-04-01 08:00:00,0.129355,0.20286500000000002,0.45128599999999996,0.521752,0.0,0.0,0.0,0.0,7.6164600999999985,4.9769475,6.8588084,5.428521,0.0021644605,0.008348748500000001,0.0919084798,0.1420340162,0.35965956130000004,0.4504053730000001,0.6717782372000001,0.7223240270000001
9,2016-04-01 09:00:00,0.714198,0.659626,0.639886,0.915939,0.0,0.0,0.0,0.0,8.330658099999999,5.6365735,7.4986944000000015,6.34446,0.3642972468,0.2870075337,0.26200394180000003,0.7684217590000001,0.8451023606999999,0.8121736268,0.7999287468,0.9570470208
10,2016-04-01 10:00:00,0.21818400000000002,0.483525,0.152753,0.657709,0.0,0.0,0.0,0.0,8.5488421,6.1200985,7.6514474,7.002169,0.0103864874,0.1130464167,0.0035642589,0.2845125016,0.467101702,0.6953596192,0.3908362829,0.8109926017
11,2016-04-01 11:00:00,0.854138,0.227113,0.0143858,0.45326700000000003,0.0,0.0,0.0,0.0,9.402980099999999,6.3472115,7.6658332,7.455436,0.6231378496000001,0.01171456,2.977200000000001e-06,0.0931241463,0.9241958667,0.4765637418,0.1199408187,0.6732510676000001
12,2016-04-01 12:00:00,1.9822,0.6729430000000001,0.435586,0.417883,0.0,0.0,0.0,0.0,11.3851801,7.020154499999999,8.101419199999999,7.873319,7.7882954002,0.3047437727,0.0826459809,0.07297332100000001,1.4079062468999999,0.8203310306999999,0.6599893939,0.6464387054999999
13,2016-04-01 13:00:00,1.60229,0.819536,2.9472,0.829324,0.0,0.0,0.0,0.0,12.9874701,7.8396905,11.0486192,8.702643,4.1136123837000005,0.5504325487,25.599343362,0.5703910484,1.2658159424,0.9052822764,1.7167410987,0.9106722790999999
14,2016-04-01 14:00:00,0.0131358,2.18663,0.329869,0.397431,0.0,0.0,0.0,0.0,13.0006059,10.0263205,11.3784882,9.100074000000001,2.2666e-06,10.455045005599999,0.0358942193,0.0627747828,0.1146115177,1.4787258028,0.5743422325,0.6304212877
15,2016-04-01 15:00:00,0.5483439999999999,0.26252800000000004,0.9278290000000001,0.17735,0.0,0.0,0.0,0.0,13.5489499,10.2888485,12.306317199999999,9.277424,0.16487670029999998,0.0180936794,0.7987370460000001,0.0055781935,0.7405025320999999,0.5123748628,0.9632388073999999,0.4211294338
