,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_cum_sum,Methylosmolene_square_root,Methylosmolene_cube,Chlorodinine_cum_sum,Chlorodinine_square_root,Chlorodinine_cube,AGOC_3A_cum_sum,AGOC_3A_square_root,AGOC_3A_cube,Appluimonia_cum_sum,Appluimonia_square_root,Appluimonia_cube
0,2016-04-01 00:00:00,0.7577088999999999,0.3892866377777777,0.29241717777777776,0.2975462888888889,0.7577088999999999,0.8704647609179822,0.4350179379310958,0.3892866377777777,0.62392839154648,0.05899408785120248,0.29241717777777776,0.5407561167271044,0.025003951267411107,0.2975462888888889,0.545478037036221,0.026342901855341
1,2016-04-01 01:00:00,0.5534601111111112,0.40282158888888886,0.5303678333333334,0.6362938966666667,1.3111690111111112,0.7439489976544839,0.16953484666774707,0.7921082266666666,0.6346822739677617,0.06536393876699194,0.8227850111111111,0.7282635740810695,0.14918718832893255,0.9338401855555556,0.7976803223514208,0.2576162609076037
2,2016-04-01 02:00:00,0.30648433333333336,0.38580397777777775,0.4674310888888889,0.4288199444444445,1.6176533444444445,0.553610272062697,0.028788884564932327,1.1779122044444443,0.6211312081821181,0.057424880907217264,1.2902161,0.6836893219064408,0.10212987067269902,1.36266013,0.6548434503333178,0.0788542179052066
3,2016-04-01 03:00:00,0.3065190777777778,0.3022595777777778,0.2568761222222222,0.38685788888888895,1.9241724222222223,0.5536416510503683,0.028798676587777985,1.480171782222222,0.5497813908980348,0.02761469265926803,1.5470922222222223,0.506829480419423,0.016950058819603327,1.749518018888889,0.6219790100066793,0.05789677492718434
4,2016-04-01 04:00:00,0.34714867777777775,0.42943644444444445,0.5248951111111112,0.28262703333333333,2.2713211,0.5891932431535326,0.04183565244230981,1.9096082266666665,0.6553140044623222,0.0791948052517258,2.0719873333333334,0.72449645348415,0.14461641232649056,2.0321450522222224,0.5316267801130162,0.02257569346542894
5,2016-04-01 05:00:00,0.37798644,0.593747,0.31966330666666665,0.26564372222222227,2.64930754,0.6148060181878509,0.05400433968739016,2.5033552266666668,0.7705498037116095,0.20931689552384375,2.39165064,0.5653877489534652,0.032664676597736315,2.2977887744444447,0.5154063661056412,0.018745570876659207
6,2016-04-01 06:00:00,0.5631697777777778,0.7929442222222222,0.7305308222222222,0.3921041777777778,3.212477317777778,0.7504463856784026,0.17861503856679717,3.296299448888889,0.8904741558418313,0.49857203700194386,3.122181462222222,0.8547109582907091,0.3898662427174248,2.6898929522222224,0.6261822240991657,0.06028432588640301
7,2016-04-01 07:00:00,0.2837861,0.7198537444444444,0.7758197777777779,0.35172701111111115,3.496263417777778,0.5327157778778473,0.022854586016748304,4.016153193333333,0.8484419511342213,0.37302058956075645,3.89800124,0.8808063225123772,0.4669630751170349,3.0416199633333334,0.5930657730059214,0.043512813430007145
8,2016-04-01 08:00:00,0.2993022222222222,0.7482801111111113,0.3594999888888889,0.7114953333333333,3.7955656400000004,0.5470852056327443,0.026812037864700742,4.764433304444445,0.8650318555470147,0.4189793379525661,4.257501228888889,0.5995831792911547,0.046461865566991806,3.7531152966666665,0.843501827700055,0.36017715866998445
9,2016-04-01 09:00:00,0.5317830222222222,0.33261880000000005,0.31648393333333336,0.5497854444444443,4.327348662222223,0.7292345454119835,0.1503846133727037,5.097052104444445,0.5767311331981307,0.03679936945233309,4.573985162222222,0.5625690476140092,0.03169968906764768,4.302900741111111,0.7414751812734155,0.16618036677969894
10,2016-04-01 10:00:00,0.3927388466666667,0.35863888888888884,0.3159928444444444,0.32264866666666664,4.72008750888889,0.6266887957085772,0.06057753277770296,5.4556909933333335,0.5988646665891124,0.046128798311706944,4.8899780066666665,0.5621324082851339,0.031552352473072434,4.625549407777778,0.5680217132000032,0.033588423799255786
11,2016-04-01 11:00:00,0.8967101111111112,0.30852833333333335,0.28059978888888887,0.39261266666666667,5.616797620000001,0.9469477868980481,0.7210347574883524,5.764219326666667,0.5554532683613747,0.029368729509243584,5.170577795555555,0.529716706258061,0.02209337274967618,5.018162074444445,0.6265881156442936,0.0605191640858535
12,2016-04-01 12:00:00,0.6950495,0.39104822222222224,0.30034075555555556,0.27359256666666665,6.31184712,0.8336962876251759,0.3357741093213925,6.155267548888889,0.6253384861194953,0.05979859051245274,5.470918551111111,0.54803353506474,0.027092108542480387,5.291754641111111,0.5230607676615276,0.020479194991144433
13,2016-04-01 13:00:00,0.5704476755555555,0.5548738555555555,0.5330761666666668,0.3685857444444445,6.882294795555556,0.7552798657157197,0.18562969216063935,6.710141404444444,0.744898553868616,0.1708373345646734,6.003994717777777,0.7301206521299523,0.1514843606133184,5.660340385555555,0.6071126291261322,0.05007438254649608
14,2016-04-01 14:00:00,0.4248736444444445,0.5795653111111112,0.4787778777777778,0.43889763333333337,7.30716844,0.6518233230289052,0.07669717643761717,7.289706715555555,0.7612918698574885,0.19467364067190546,6.482772595555555,0.6919377701627349,0.1097494180537849,6.099238018888888,0.662493496823428,0.08454534818058398
15,2016-04-01 15:00:00,0.36802923333333326,0.1968401777777778,0.6237517777777778,0.3481470222222222,7.675197673333333,0.606654129907094,0.04984790962828986,7.486546893333333,0.4436667417981404,0.0076267804700483185,7.1065243733333325,0.7897795754372088,0.24268078399862242,6.447385041111111,0.5900398479952199,0.04219762950739528
16,2016-04-01 16:00:00,0.1827801222222222,0.37769144444444447,1.2717651111111112,0.5390444444444444,7.857977795555555,0.4275279198160305,0.006106423070753936,7.864238337777778,0.614566061904206,0.05387799697882951,8.378289484444444,1.127725636452019,2.056935719134408,6.986429485555555,0.7341964617487914,0.1566295583274952
17,2016-04-01 17:00:00,0.5166135888888889,0.6429332222222223,0.6440476666666667,0.6797164444444443,8.374591384444443,0.7187583661348846,0.1378787942091813,8.50717156,0.8018311681533852,0.26576488798530384,9.022337151111111,0.8025258043618702,0.26714929563782697,7.666145929999999,0.8244491763865401,0.31403881573419057
18,2016-04-01 18:00:00,0.6116938777777777,0.33084928888888887,2.2065640555555555,0.3450888222222222,8.986285262222221,0.7821086099626942,0.22887713129956921,8.838020848888888,0.5751950007509531,0.03621517737128557,11.228901206666666,1.4854507920343762,10.743594742538201,8.01123475222222,0.5874426118543173,0.041095349361216456
19,2016-04-01 19:00:00,0.6003362222222222,0.6133783666666668,0.4496707555555555,0.24835578333333336,9.586621484444443,0.7748136693568475,0.2163633235196972,9.451399215555554,0.7831847589596383,0.23077319571976165,11.678571962222222,0.6705749440260615,0.09092513030687992,8.259590535555553,0.4983530709580642,0.015318732516280218
20,2016-04-01 20:00:00,0.34811303666666665,0.5332363177777779,0.8790281888888889,0.6355596111111111,9.934734521111109,0.5900110479191611,0.04218527291837298,9.984635533333332,0.7302303183090784,0.15162093215461214,12.55760015111111,0.9375650318185341,0.6792167807693181,8.895150146666664,0.797219926438816,0.25672541932463855
21,2016-04-01 21:00:00,0.1632707333333333,0.48413019999999996,0.38058917777777773,0.5575368555555555,10.098005254444441,0.40406773359590753,0.0043523622036507875,10.468765733333331,0.695794653615562,0.1134714290101692,12.938189328888887,0.6169191014855819,0.055127627746572226,9.45268700222222,0.7466839060509846,0.17330885145790195
22,2016-04-01 22:00:00,0.4724273555555555,0.5618583,0.41845788888888885,0.7969558888888888,10.570432609999997,0.6873335111541962,0.10543993062631929,11.030624033333332,0.7495720779217967,0.17737009656576339,13.356647217777777,0.6468832111663502,0.0732749075471108,10.249642891111108,0.8927238592582192,0.5061775183279649
23,2016-04-01 23:00:00,0.4164184222222222,0.5026518000000001,0.36973681111111106,0.28464580000000006,10.98685103222222,0.6453049063986901,0.07220874599781357,11.533275833333333,0.7089794073173071,0.12699941671243234,13.726384028888887,0.6080598746103142,0.050544985193016916,10.534288691111108,0.53352207077121,0.02306292253684512
