date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia
4/1/2016 0:00,2.68382,1.2591700000000001,0.722303,0.130435
4/1/2016 1:00,0.779529,0.0842611,2.5573599999999996,3.4840699999999996
4/1/2016 2:00,0.23958000000000002,0.42889099999999997,2.39479,0.208529
4/1/2016 3:00,0.0347694,0.376071,0.058590699999999996,0.26131
4/1/2016 4:00,0.667903,1.1394,0.51271,0.6367659999999999
4/1/2016 5:00,0.916534,2.79331,0.6997399999999999,0.664029
4/1/2016 6:00,2.05302,3.9446199999999996,0.822506,0.552638
4/1/2016 7:00,0.375589,3.3515599999999997,4.78659,0.45231899999999997
4/1/2016 8:00,0.917269,3.8394699999999995,1.61156,2.10568
4/1/2016 9:00,1.9011099999999999,0.6550279999999999,0.544795,1.78909
4/1/2016 10:00,0.670043,0.572236,0.772321,0.332215
4/1/2016 11:00,4.39846,0.70332,0.967785,1.02831
4/1/2016 12:00,2.9716099999999996,0.8339989999999999,0.16578800000000002,0.399123
4/1/2016 13:00,1.5211700000000001,1.90125,0.129685,0.453212
4/1/2016 14:00,0.19548,0.986431,2.06584,1.6844700000000001
4/1/2016 15:00,0.773566,0.280986,1.8144,1.34866
4/1/2016 16:00,0.296501,1.14353,1.13586,1.63558
4/1/2016 17:00,2.002,1.07354,3.7730099999999998,1.54654
4/1/2016 18:00,2.41987,0.289879,2.04777,0.464762
4/1/2016 19:00,1.7403,1.83782,0.159529,0.48644
4/1/2016 20:00,1.11615,2.72895,4.42195,2.96486
4/1/2016 21:00,0.22341,0.974648,1.00195,1.50516
4/1/2016 22:00,1.7133599999999998,1.49356,0.126781,1.9998599999999997
4/1/2016 23:00,0.713,2.62148,1.2248700000000001,0.23671599999999998
4/2/2016 0:00,0.0,0.0,0.0,0.0
4/2/2016 1:00,0.598023,0.617016,0.336445,0.347435
4/2/2016 2:00,0.484204,1.57905,0.544795,2.02981
4/2/2016 3:00,0.887108,1.62635,2.7307200000000003,0.142879
4/2/2016 4:00,2.02966,0.5259189999999999,1.0421799999999999,0.45289300000000005
4/2/2016 5:00,3.29536,1.81087,1.9642700000000002,1.5085
4/2/2016 6:00,0.692593,3.71109,1.32701,1.67572
4/2/2016 7:00,0.8571989999999999,2.46653,2.3077799999999997,1.14865
4/2/2016 8:00,1.6051799999999998,0.502807,0.372212,2.36543
4/2/2016 9:00,0.100491,0.607803,1.62024,0.708596
4/2/2016 10:00,0.779459,1.08798,3.98593,0.5137390000000001
4/2/2016 11:00,2.77583,2.07491,5.8452,2.64384
4/2/2016 12:00,0.151676,0.765958,1.19669,1.6153899999999999
4/2/2016 13:00,1.91028,0.120452,2.66781,0.731977
4/2/2016 14:00,0.45691099999999996,1.44466,1.93806,1.4739799999999998
4/2/2016 15:00,0.14801199999999998,2.36397,1.85382,1.59427
4/2/2016 16:00,1.04601,0.192401,1.5176,3.00526
4/2/2016 17:00,1.15031,1.25291,2.81238,3.4007099999999997
4/2/2016 18:00,2.11321,0.45098,3.7143699999999997,0.9578690000000001
4/2/2016 19:00,2.98143,1.48195,0.990118,2.30917
4/2/2016 20:00,0.798249,0.532253,0.8824709999999999,0.269507
4/2/2016 21:00,1.21055,0.982292,1.10585,1.3215700000000001
4/2/2016 22:00,0.19503900000000002,1.0871,1.2749,3.02095
4/2/2016 23:00,0.603212,2.17722,0.930517,1.20062
4/3/2016 0:00,0.685932,0.794985,0.48305200000000004,1.59205
4/3/2016 1:00,1.7487400000000002,0.358428,0.843205,0.608657
4/3/2016 2:00,1.05795,1.2793700000000001,1.05969,2.66253
4/3/2016 3:00,0.150608,0.992555,1.23983,1.22599
4/3/2016 4:00,0.399312,1.8939599999999999,1.24921,1.15371
4/3/2016 5:00,2.05653,1.11761,1.7114200000000002,1.23111
4/3/2016 6:00,1.6384400000000001,0.146592,3.61539,0.11958099999999999
4/3/2016 7:00,0.303503,0.052838199999999995,2.54514,0.314607
4/3/2016 8:00,0.325336,0.257589,1.21218,1.4751
4/3/2016 9:00,1.10512,0.532828,1.5149700000000001,1.1252799999999998
4/3/2016 10:00,3.28804,2.3204,0.28010300000000005,0.305081
4/3/2016 11:00,3.69564,1.11591,0.440852,0.835458
4/3/2016 12:00,3.16873,1.1849,1.6835200000000001,3.3394
4/3/2016 13:00,2.12978,2.55036,0.459846,0.26723800000000003
4/3/2016 14:00,0.187099,0.810183,0.183104,2.6764900000000003
4/3/2016 15:00,2.1282400000000004,1.5294,0.0365983,0.345223
4/3/2016 16:00,0.67895,1.22617,0.9317280000000001,0.946883
4/3/2016 17:00,1.88242,4.71645,2.14348,0.566803
4/3/2016 18:00,2.97085,2.06166,1.7038200000000001,0.259544
4/3/2016 19:00,2.81078,0.10902,0.402355,0.7215550000000001
4/3/2016 20:00,1.56944,0.0913155,2.31819,1.19287
4/3/2016 21:00,2.5689599999999997,0.271337,1.5954899999999999,2.58583
4/3/2016 22:00,2.84698,0.189598,0.517023,0.400897
4/3/2016 23:00,0.632794,0.173369,0.26761599999999997,3.1433
4/4/2016 0:00,1.35776,1.02901,0.119768,3.22166
4/4/2016 1:00,0.235391,0.9400350000000001,2.21473,3.89905
4/4/2016 2:00,1.57599,2.06263,0.51168,2.02716
4/4/2016 3:00,0.469937,0.8613569999999999,0.6604180000000001,0.9115270000000001
4/4/2016 4:00,0.888415,0.337392,0.470895,2.07215
4/4/2016 5:00,0.283319,0.116469,0.781335,3.09481
4/4/2016 6:00,0.0666572,0.800722,0.839648,0.220383
4/4/2016 7:00,0.0598929,1.45517,1.66517,0.689833
4/4/2016 8:00,0.261941,0.5495899999999999,2.50858,0.06581160000000001
4/4/2016 9:00,0.557571,3.4885699999999997,0.902028,1.13932
4/4/2016 10:00,2.6960599999999997,1.67278,0.363233,0.39265900000000004
4/4/2016 11:00,0.44428999999999996,3.21778,0.797084,2.20415
4/4/2016 12:00,1.25352,1.8165,1.08486,0.343202
4/4/2016 13:00,1.85585,0.722847,1.04719,0.235328
4/4/2016 14:00,1.90251,0.243085,0.990346,2.25334
4/4/2016 15:00,0.119768,1.43581,2.62709,0.172425
4/4/2016 16:00,1.1078700000000001,2.3034,1.08087,2.25943
4/4/2016 17:00,1.86155,1.51823,0.38335,1.6621299999999999
4/4/2016 18:00,1.2479799999999999,3.25932,0.276129,1.68566
4/4/2016 19:00,0.401661,3.64468,0.651834,1.2642200000000001
4/4/2016 20:00,2.61802,2.23434,1.01686,0.880733
4/4/2016 21:00,1.4005299999999998,1.9656,3.3043199999999997,0.08189969999999999
4/4/2016 22:00,3.3476800000000004,0.869189,1.8799299999999999,1.5424799999999999
4/4/2016 23:00,0.948224,0.9794879999999999,1.50599,0.969066
4/5/2016 0:00,1.7566099999999998,1.20207,0.251508,1.49232
4/5/2016 1:00,3.807,2.7580299999999998,0.8382280000000001,1.99606
4/5/2016 2:00,0.395637,0.7958930000000001,0.118834,1.71615
4/5/2016 3:00,1.18777,2.80472,1.8759299999999999,4.69096
4/5/2016 4:00,1.07625,0.20335899999999998,0.5827100000000001,0.7760600000000001
4/5/2016 5:00,1.58653,0.131748,0.758095,1.7416599999999998
4/5/2016 6:00,1.60138,1.4059700000000002,2.21492,0.322684
4/5/2016 7:00,0.624797,1.24666,2.21345,0.7861319999999999
4/5/2016 8:00,0.238355,0.8473379999999999,1.57522,3.19862
4/5/2016 9:00,0.46795600000000004,3.23339,0.290887,1.8629099999999998
4/5/2016 10:00,1.49956,1.23538,0.340802,2.28432
4/5/2016 11:00,2.57993,0.369303,5.28864,0.5046069999999999
4/5/2016 12:00,0.126625,2.4327400000000003,0.718633,0.851707
4/5/2016 13:00,1.6981700000000002,0.203233,0.641274,0.7880199999999999
4/5/2016 14:00,1.25476,4.07481,1.12545,0.157304
4/5/2016 15:00,1.02925,0.775644,2.9365099999999997,0.9732129999999999
4/5/2016 16:00,1.17579,2.86069,0.05477050000000001,0.429083
4/5/2016 17:00,2.63868,0.182311,0.608657,0.48651099999999997
4/5/2016 18:00,0.325461,0.903344,4.99654,2.12553
4/5/2016 19:00,2.06022,0.6440600000000001,0.917049,0.761471
4/5/2016 20:00,1.25511,1.956,0.7363460000000001,1.37376
4/5/2016 21:00,0.8442729999999999,1.7559799999999999,0.343233,1.02715
4/5/2016 22:00,1.2766,0.352425,0.30727600000000005,0.404622
4/5/2016 23:00,2.04984,0.794845,0.48151400000000005,4.12673
4/6/2016 0:00,0.0,0.0,0.0,0.0
4/6/2016 1:00,0.301674,0.060209900000000004,2.6236099999999998,0.594025
4/6/2016 2:00,0.013903799999999997,2.0958799999999997,1.1014899999999999,1.28935
4/6/2016 3:00,0.927736,1.14658,0.434042,1.1587100000000001
4/6/2016 4:00,0.111749,2.0135099999999997,0.773704,3.00955
4/6/2016 5:00,0.811025,0.283634,0.5820569999999999,0.75658
4/6/2016 6:00,0.8334010000000001,2.01923,1.15546,0.271148
4/6/2016 7:00,0.137129,1.33533,1.8308900000000001,0.387465
4/6/2016 8:00,3.04901,0.191573,4.5871,1.9995599999999998
4/6/2016 9:00,1.29548,0.6144470000000001,0.7460680000000001,0.8371049999999999
4/6/2016 10:00,1.59771,0.778487,0.417075,1.67255
4/6/2016 11:00,1.2177799999999999,3.0381,0.014530100000000002,0.197812
4/6/2016 12:00,0.767546,0.134062,2.0939,0.150923
4/6/2016 13:00,0.73109,2.2736400000000003,0.821306,2.27326
4/6/2016 14:00,0.396967,0.378855,1.56617,2.17633
4/6/2016 15:00,2.55912,0.193803,0.722643,1.56835
4/6/2016 16:00,1.0184799999999998,0.126251,3.8480300000000005,1.01309
4/6/2016 17:00,2.3348,2.66142,3.0249099999999998,1.17049
4/6/2016 18:00,2.78766,0.607671,1.40315,0.384299
4/6/2016 19:00,0.0261803,0.279346,1.50631,1.8267799999999998
4/6/2016 20:00,0.566347,2.10735,0.948299,2.2469099999999997
4/6/2016 21:00,1.60954,0.21723,0.44015200000000004,1.30756
