,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_anamoly,Chlorodinine_anamoly,AGOC_anamoly,Appluimonia_anamoly
0,2016-04-01 00:00:00,0.41742299999999993,0.382308,0.160462,0.0030929,0.0,0.0,0.0,0.0
1,2016-04-01 01:00:00,0.381961,0.32512199999999997,0.0656058,0.00951907,0.0,0.0,0.0,0.0
2,2016-04-01 02:00:00,0.0378444,0.32639,0.20397,0.09833489999999999,0.0,0.0,0.0,0.0
3,2016-04-01 03:00:00,0.353672,0.357711,0.0895294,0.288575,0.0,0.0,0.0,0.0
4,2016-04-01 04:00:00,0.284877,0.11758099999999999,0.618398,0.33195,0.0,0.0,0.0,0.0
5,2016-04-01 05:00:00,0.989826,0.108269,0.294556,0.0388837,0.0,0.0,0.0,0.0
6,2016-04-01 06:00:00,0.25096599999999997,0.32179,0.210431,0.0228912,0.0,0.0,0.0,0.0
7,2016-04-01 07:00:00,0.072075,0.18818900000000002,0.27182399999999995,0.0100301,0.0,0.0,0.0,0.0
8,2016-04-01 08:00:00,0.292984,0.380071,0.0343286,0.366206,0.0,0.0,0.0,0.0
9,2016-04-01 09:00:00,0.0988394,0.204093,0.270683,0.300466,0.0,0.0,0.0,0.0
10,2016-04-01 10:00:00,0.45752200000000004,0.374429,0.025183599999999997,0.268343,0.0,0.0,0.0,0.0
11,2016-04-01 11:00:00,0.22842300000000001,0.392052,0.06696410000000001,0.132435,0.0,0.0,0.0,0.0
12,2016-04-01 12:00:00,0.357148,0.233285,0.469625,0.032094,0.0,0.0,0.0,0.0
13,2016-04-01 13:00:00,0.22393200000000002,0.23584699999999997,0.271808,0.24354,0.0,0.0,0.0,0.0
14,2016-04-01 14:00:00,0.283356,0.44039300000000003,0.0306601,0.18720799999999999,0.0,0.0,0.0,0.0
15,2016-04-01 15:00:00,0.177346,0.0172048,0.266658,0.127849,0.0,0.0,0.0,0.0
16,2016-04-01 16:00:00,0.0454476,0.299149,0.271123,0.45337200000000005,0.0,0.0,0.0,0.0
17,2016-04-01 17:00:00,0.240693,0.5199779999999999,0.176284,0.026108600000000003,0.0,0.0,0.0,0.0
18,2016-04-01 18:00:00,0.199028,0.405464,0.09868989999999998,0.705206,0.0,0.0,0.0,0.0
19,2016-04-01 19:00:00,0.5685439999999999,0.0420393,0.0789502,0.320393,0.0,0.0,0.0,0.0
20,2016-04-01 20:00:00,0.28476,0.25702800000000003,0.491511,0.08394349999999999,0.0,0.0,0.0,0.0
21,2016-04-01 21:00:00,0.0195625,0.275541,0.038523800000000004,0.175374,0.0,0.0,0.0,0.0
22,2016-04-01 22:00:00,0.314071,0.298078,0.161849,0.391567,0.0,0.0,0.0,0.0
23,2016-04-01 23:00:00,0.5295850000000001,0.253087,0.404146,0.0833816,0.0,0.0,0.0,0.0
24,2016-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2016-04-02 01:00:00,0.541586,0.485831,0.41914399999999996,0.138599,0.0,0.0,0.0,0.0
26,2016-04-02 02:00:00,0.252264,0.014953200000000002,0.219546,0.0310122,0.0,0.0,0.0,0.0
27,2016-04-02 03:00:00,0.502189,0.264447,0.295875,0.22337800000000002,0.0,0.0,0.0,0.0
28,2016-04-02 04:00:00,0.323303,0.0163761,0.0466569,0.282639,0.0,0.0,0.0,0.0
29,2016-04-02 05:00:00,0.262339,0.202701,0.034146699999999995,0.0307717,0.0,0.0,0.0,0.0
30,2016-04-02 06:00:00,0.278871,0.181822,0.29775,0.00383154,0.0,0.0,0.0,0.0
31,2016-04-02 07:00:00,0.312813,0.0566491,0.193642,0.0662188,0.0,0.0,0.0,0.0
32,2016-04-02 08:00:00,0.324397,0.396863,0.297009,0.557578,0.0,0.0,0.0,0.0
33,2016-04-02 09:00:00,0.126937,0.280063,0.07161239999999999,0.25632699999999997,0.0,0.0,0.0,0.0
34,2016-04-02 10:00:00,0.422663,0.122137,0.275278,0.457838,0.0,0.0,0.0,0.0
35,2016-04-02 11:00:00,0.014375299999999999,0.23621999999999999,0.33449,0.05306519999999999,0.0,0.0,0.0,0.0
36,2016-04-02 12:00:00,0.05696230000000001,0.23903899999999997,0.191907,0.13044,0.0,0.0,0.0,0.0
37,2016-04-02 13:00:00,0.285525,0.040507800000000004,0.64877,0.270406,0.0,0.0,0.0,0.0
38,2016-04-02 14:00:00,0.12730999999999998,0.12367,0.0815633,0.129968,0.0,0.0,0.0,0.0
39,2016-04-02 15:00:00,0.270016,0.08792180000000001,0.35865199999999997,0.23448000000000002,0.0,0.0,0.0,0.0
40,2016-04-02 16:00:00,0.106402,0.0317947,0.177439,0.331038,0.0,0.0,0.0,0.0
41,2016-04-02 17:00:00,0.0707958,0.29423,0.265883,0.332387,0.0,0.0,0.0,0.0
42,2016-04-02 18:00:00,0.14816400000000002,0.593697,0.166033,0.20824099999999998,0.0,0.0,0.0,0.0
43,2016-04-02 19:00:00,0.0466978,0.346854,0.169396,0.34807899999999997,0.0,0.0,0.0,0.0
44,2016-04-02 20:00:00,0.41117600000000004,0.0643571,0.334778,0.10275,0.0,0.0,0.0,0.0
45,2016-04-02 21:00:00,0.0316234,0.126771,0.16483699999999998,0.0164038,0.0,0.0,0.0,0.0
46,2016-04-02 22:00:00,0.14821800000000002,0.365752,0.071305,0.580649,0.0,0.0,0.0,0.0
47,2016-04-02 23:00:00,0.199166,0.0669259,0.0317544,0.14591400000000002,0.0,0.0,0.0,0.0
48,2016-04-03 00:00:00,0.340634,0.418392,0.13058599999999998,0.057852999999999995,0.0,0.0,0.0,0.0
49,2016-04-03 01:00:00,0.188021,0.17588299999999998,0.32695,0.140673,0.0,0.0,0.0,0.0
