date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia
4/1/2016 0:00,0.417423,0.382308,0.160462,0.0030929
4/1/2016 1:00,0.381961,0.325122,0.0656058,0.00951907
4/1/2016 2:00,0.0378444,0.32639,0.20397,0.0983349
4/1/2016 3:00,0.353672,0.357711,0.0895294,0.288575
4/1/2016 4:00,0.284877,0.117581,0.618398,0.33195
4/1/2016 5:00,0.989826,0.108269,0.294556,0.0388837
4/1/2016 6:00,0.250966,0.32179,0.210431,0.0228912
4/1/2016 7:00,0.072075,0.188189,0.271824,0.0100301
4/1/2016 8:00,0.292984,0.380071,0.0343286,0.366206
4/1/2016 9:00,0.0988394,0.204093,0.270683,0.300466
4/1/2016 10:00,0.457522,0.374429,0.0251836,0.268343
4/1/2016 11:00,0.228423,0.392052,0.0669641,0.132435
4/1/2016 12:00,0.357148,0.233285,0.469625,0.032094
4/1/2016 13:00,0.223932,0.235847,0.271808,0.24354
4/1/2016 14:00,0.283356,0.440393,0.0306601,0.187208
4/1/2016 15:00,0.177346,0.0172048,0.266658,0.127849
4/1/2016 16:00,0.0454476,0.299149,0.271123,0.453372
4/1/2016 17:00,0.240693,0.519978,0.176284,0.0261086
4/1/2016 18:00,0.199028,0.405464,0.0986899,0.705206
4/1/2016 19:00,0.568544,0.0420393,0.0789502,0.320393
4/1/2016 20:00,0.28476,0.257028,0.491511,0.0839435
4/1/2016 21:00,0.0195625,0.275541,0.0385238,0.175374
4/1/2016 22:00,0.314071,0.298078,0.161849,0.391567
4/1/2016 23:00,0.529585,0.253087,0.404146,0.0833816
4/2/2016 0:00,0,0,0,0
4/2/2016 1:00,0.541586,0.485831,0.419144,0.138599
4/2/2016 2:00,0.252264,0.0149532,0.219546,0.0310122
4/2/2016 3:00,0.502189,0.264447,0.295875,0.223378
4/2/2016 4:00,0.323303,0.0163761,0.0466569,0.282639
4/2/2016 5:00,0.262339,0.202701,0.0341467,0.0307717
4/2/2016 6:00,0.278871,0.181822,0.29775,0.00383154
4/2/2016 7:00,0.312813,0.0566491,0.193642,0.0662188
4/2/2016 8:00,0.324397,0.396863,0.297009,0.557578
4/2/2016 9:00,0.126937,0.280063,0.0716124,0.256327
4/2/2016 10:00,0.422663,0.122137,0.275278,0.457838
4/2/2016 11:00,0.0143753,0.23622,0.33449,0.0530652
4/2/2016 12:00,0.0569623,0.239039,0.191907,0.13044
4/2/2016 13:00,0.285525,0.0405078,0.64877,0.270406
4/2/2016 14:00,0.12731,0.12367,0.0815633,0.129968
4/2/2016 15:00,0.270016,0.0879218,0.358652,0.23448
4/2/2016 16:00,0.106402,0.0317947,0.177439,0.331038
4/2/2016 17:00,0.0707958,0.29423,0.265883,0.332387
4/2/2016 18:00,0.148164,0.593697,0.166033,0.208241
4/2/2016 19:00,0.0466978,0.346854,0.169396,0.348079
4/2/2016 20:00,0.411176,0.0643571,0.334778,0.10275
4/2/2016 21:00,0.0316234,0.126771,0.164837,0.0164038
4/2/2016 22:00,0.148218,0.365752,0.071305,0.580649
4/2/2016 23:00,0.199166,0.0669259,0.0317544,0.145914
4/3/2016 0:00,0.340634,0.418392,0.130586,0.057853
4/3/2016 1:00,0.188021,0.175883,0.32695,0.140673
4/3/2016 2:00,0.335258,0.243869,0.179593,0.253848
4/3/2016 3:00,0.0584006,0.543576,0.115341,0.286453
4/3/2016 4:00,0.100834,0.0227489,0.23031,0.0747294
4/3/2016 5:00,0.25628,0.044596,0.339735,0.181024
4/3/2016 6:00,0.198926,0.170681,0.0204592,0.0249887
4/3/2016 7:00,0.118742,0.0325593,0.236718,0.0344505
4/3/2016 8:00,0.266222,0.257044,0.215614,0.120335
4/3/2016 9:00,0.265834,0.0871548,0.355135,0.056906
4/3/2016 10:00,0.246522,0.460316,0.0288156,0.242542
4/3/2016 11:00,0.42153,0.217072,0.163904,0.0359026
4/3/2016 12:00,0.101422,0.130472,0.213497,0.0705694
4/3/2016 13:00,0.295086,0.324193,0.296287,0.153745
4/3/2016 14:00,0.00100288,0.0725774,0.118659,0.202364
4/3/2016 15:00,0.0613762,0.413839,0.482391,0.487713
4/3/2016 16:00,0.144247,0.0737443,0.607934,0.0603239
4/3/2016 17:00,0.291317,0.104074,0.111675,0.370282
4/3/2016 18:00,0.370413,0.370193,0.220328,0.418503
4/3/2016 19:00,0.259039,0.226322,0.0442175,0.176083
4/3/2016 20:00,0.0547037,0.0549229,0.264575,0.257251
4/3/2016 21:00,0.444993,0.195739,0.113882,0.00609573
4/3/2016 22:00,0.3894,0.296854,0.218393,0.292507
4/3/2016 23:00,0.101162,0.252105,0.221591,0.342975
4/4/2016 0:00,0.271465,0.00574953,0.271025,0.144484
4/4/2016 1:00,0.254134,0.246931,0.453372,0.126509
4/4/2016 2:00,0.0777312,0.105171,0.036074,0.229861
4/4/2016 3:00,0.185384,0.317399,0.0206849,0.0672504
4/4/2016 4:00,0.637885,0.0247417,0.330148,0.492266
4/4/2016 5:00,0.326689,0.330735,0.0526441,0.571509
4/4/2016 6:00,0.529763,0.123801,0.176561,0.339481
4/4/2016 7:00,0.293308,0.187162,0.374272,0.134392
4/4/2016 8:00,0.247387,0.396144,0.1206,0.215675
4/4/2016 9:00,0.170696,0.624165,0.191698,0.542976
4/4/2016 10:00,0.060316,0.270895,0.527053,0.361413
4/4/2016 11:00,0.242366,0.152708,0.413839,0.0569456
4/4/2016 12:00,0.30824,0.396243,0.284442,0.0719589
4/4/2016 13:00,0.341498,0.145533,0.101128,0.0736291
4/4/2016 14:00,0.578426,0.123719,0.32449,0.0962397
4/4/2016 15:00,0.210186,0.0059734,0.0341182,0.0774911
4/4/2016 16:00,0.255452,0.107544,0.400977,0.297405
4/4/2016 17:00,0.0543649,0.0450096,0.240225,0.170974
4/4/2016 18:00,0.19655,0.0444112,0.117561,0.211642
4/4/2016 19:00,0.0161569,0.266141,0.329978,0.37797
4/4/2016 20:00,0.0733115,0.499815,0.0735487,0.0668495
4/4/2016 21:00,0.21408,0.471018,0.472075,0.0846126
4/4/2016 22:00,0.422436,0.0459356,0.485365,0.0476201
4/4/2016 23:00,0.167214,0.183978,0.209987,0.34038
4/5/2016 0:00,0.483514,0.521194,0.353056,0.00236589
4/5/2016 1:00,0.103779,0.299287,0.0514039,0.166529
4/5/2016 2:00,0.0343123,0.0568269,0.138816,0.284655
4/5/2016 3:00,0.125673,0.0975285,0.414844,0.0107915
4/5/2016 4:00,0.0713231,0.147071,0.256184,0.425386
4/5/2016 5:00,0.271042,0.356815,0.357711,0.164846
4/5/2016 6:00,0.00897096,0.0358599,0.188327,0.0470147
4/5/2016 7:00,0.174835,0.103151,0.190212,0.478748
4/5/2016 8:00,0.0941867,0.0335998,0.308835,0.220314
4/5/2016 9:00,0.129585,0.170418,0.224456,0.11316
4/5/2016 10:00,0.201461,0.291029,0.590764,0.350546
4/5/2016 11:00,0.188281,0.115493,0.267986,0.0868284
4/5/2016 12:00,0.181118,0.0933938,0.332616,0.285078
4/5/2016 13:00,0.318127,0.258607,0.0835977,0.102112
4/5/2016 14:00,0.411069,0.137565,0.337091,0.452351
4/5/2016 15:00,0.166392,0.511727,0.0416829,0.256757
4/5/2016 16:00,0.157426,0.330678,0.0675897,0.299218
4/5/2016 17:00,0.114721,0.0119847,0.0763446,0.106896
4/5/2016 18:00,0.0293006,0.0592871,0.506523,0.268716
