,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_anamoly,Chlorodinine_anamoly,AGOC_anamoly,Appluimonia_anamoly,Methylosmolene_cum_sum,Chlorodinine_cum_sum,AGOC_3A_cum_sum,Appluimonia_cum_sum,Methylosmolene_cube,Chlorodinine_cube,AGOC_3A_cube,Appluimonia_cube,Methylosmolene_square_root,Chlorodinine_square_root,AGOC_3A_square_root,Appluimonia_square_root
0,2016-04-01 00:00:00,0.11078800000000001,0.0115732,0.22855799999999998,0.518521,0.0,0.0,0.0,0.0,0.11078800000000001,0.0115732,0.228558,0.518521,0.0013598098,1.5501e-06,0.0119395864,0.1394116444,0.33284831379999996,0.1075788083,0.4780773996,0.7200840229000001
1,2016-04-01 01:00:00,0.22503099999999998,0.0777142,0.45225699999999996,0.152105,0.0,0.0,0.0,0.0,0.335819,0.08928739999999999,0.680815,0.6706259999999999,0.0113953338,0.00046935470000000003,0.092503016,0.0035190908,0.47437432479999997,0.2787726672,0.6725005576,0.39000641020000004
2,2016-04-01 02:00:00,0.0704396,0.689016,0.509981,0.6457350000000001,0.0,0.0,0.0,0.0,0.4062586,0.7783034000000001,1.190796,1.316361,0.0003495028,0.32710555610000003,0.13263617490000001,0.2692545059,0.2654045968,0.8300698766,0.7141295401000001,0.8035763809
3,2016-04-01 03:00:00,0.124396,0.062276099999999994,0.280231,0.596467,0.0,0.0,0.0,0.0,0.5306546,0.8405794999999999,1.471027,1.912828,0.0019249491,0.0002415262,0.022006376,0.2122067837,0.35269817119999997,0.2495517982,0.5293684917,0.7723127605
4,2016-04-01 04:00:00,0.6417619999999999,0.299912,0.714903,0.146269,0.0,0.0,0.0,0.0,1.1724166,1.1404915,2.18593,2.059097,0.264315112,0.026976247000000002,0.3653771287,0.0031293697,0.8011004931,0.547642219,0.8455193670000001,0.38245130409999994
5,2016-04-01 05:00:00,0.020315700000000003,0.138576,0.252217,0.285482,0.0,0.0,0.0,0.0,1.1927323,1.2790675,2.4381470000000003,2.344579,8.3849e-06,0.0026611176,0.0160443847,0.0232667751,0.142533154,0.37225797509999997,0.5022121065999999,0.5343051563
6,2016-04-01 06:00:00,0.378806,0.524311,0.171442,0.678525,0.0,0.0,0.0,0.0,1.5715382999999998,1.8033785,2.609589,3.023104,0.0543563827,0.1441341555,0.0050390849,0.31239031510000004,0.6154721765,0.7240932259999999,0.4140555518,0.8237262895
7,2016-04-01 07:00:00,0.22144499999999998,0.542413,0.0958847,0.638567,0.0,0.0,0.0,0.0,1.7929833,2.3457915000000003,2.7054737,3.661671,0.0108591951,0.15958433900000002,0.0008815520000000002,0.2603870694,0.4705794301,0.7364869313,0.30965254719999996,0.7991038731000001
8,2016-04-01 08:00:00,0.553491,0.349802,0.28526399999999996,0.47666400000000003,0.0,0.0,0.0,0.0,2.3464742999999997,2.6955935,2.9907377,4.138335,0.1695632337,0.0428022762,0.0232135148,0.1083021453,0.7439697573999999,0.5914406140999999,0.5341011139999999,0.6904085746999999
9,2016-04-01 09:00:00,0.474724,0.7166600000000001,0.201245,0.586124,0.0,0.0,0.0,0.0,2.8211983,3.4122535000000003,3.1919827,4.724459,0.106985166,0.3680776908,0.0081503319,0.2013578263,0.6890021770999999,0.8465577357999999,0.44860338829999996,0.7655873562000001
