date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia
4/1/2016 0:00,0.144993,0.197804,0.10578699999999999,0.272886
4/1/2016 1:00,0.18648800000000001,0.345217,0.12304200000000001,0.131138
4/1/2016 2:00,0.634746,0.165901,0.0656916,0.0430606
4/1/2016 3:00,0.486087,0.51323,0.198875,0.378197
4/1/2016 4:00,0.0559182,0.127112,0.25342,0.734143
4/1/2016 5:00,0.367007,0.37849299999999997,0.0318543,0.25356300000000004
4/1/2016 6:00,0.148385,0.590046,0.361752,0.0848154
4/1/2016 7:00,0.268067,0.21337399999999998,0.0320344,0.268262
4/1/2016 8:00,0.263384,0.331285,0.0810158,0.419446
4/1/2016 9:00,0.126885,0.10603,0.23041799999999998,0.37218
4/1/2016 10:00,0.33767199999999997,0.057487,0.27113899999999996,0.304952
4/1/2016 11:00,0.773302,0.24133400000000002,0.502717,0.12038399999999999
4/1/2016 12:00,0.0730682,0.192999,0.0870258,0.23618899999999998
4/1/2016 13:00,0.206465,0.015937200000000002,0.13544,0.0456287
4/1/2016 14:00,0.20902199999999999,0.248804,0.542312,0.229613
4/1/2016 15:00,0.333781,0.148777,0.173323,0.298941
4/1/2016 16:00,0.0958897,0.212546,2.09702,0.402606
4/1/2016 17:00,0.209819,0.371361,0.256789,0.6213069999999999
4/1/2016 18:00,0.28618499999999997,0.49206000000000005,16.00594,0.245768
4/1/2016 19:00,0.382772,0.346534,0.08107080000000001,0.059995400000000004
4/1/2016 20:00,0.269983,0.236594,0.23531799999999997,0.368791
4/1/2016 21:00,0.007471200000000001,0.09975980000000001,0.195524,0.320522
4/1/2016 22:00,0.0611038,0.0650277,0.238391,0.10019299999999999
4/1/2016 23:00,0.601304,0.297112,0.0760482,0.101802
4/2/2016 0:00,0.0,0.0,0.0,0.0
4/2/2016 1:00,0.150565,0.492443,0.226894,0.44813400000000003
4/2/2016 2:00,0.105581,0.212025,0.208992,0.0415783
4/2/2016 3:00,0.026776599999999998,0.185598,0.202456,0.20553200000000002
4/2/2016 4:00,0.171206,0.454984,0.261617,0.21690900000000002
4/2/2016 5:00,0.24688400000000002,0.252675,0.222823,0.287092
4/2/2016 6:00,0.30954499999999996,0.09813150000000001,0.25848000000000004,0.546353
4/2/2016 7:00,0.20799600000000001,0.0540256,0.0427897,0.458859
4/2/2016 8:00,0.20795,0.379865,0.24325500000000003,0.182943
4/2/2016 9:00,0.298319,0.174835,0.128814,0.147594
4/2/2016 10:00,0.14608800000000002,0.162519,0.06254119999999999,0.406817
4/2/2016 11:00,0.258256,0.10523900000000001,0.111071,0.31703600000000004
4/2/2016 12:00,0.42794399999999994,0.0827827,10.59351,0.06543330000000001
4/2/2016 13:00,0.0846306,0.0830369,0.17813099999999998,0.300223
4/2/2016 14:00,0.184064,0.0859592,0.22029899999999997,0.35426799999999997
4/2/2016 15:00,0.116773,0.0265757,0.576609,0.130147
4/2/2016 16:00,0.397933,0.297371,0.346474,0.00749758
4/2/2016 17:00,0.305937,0.691258,0.00373241,0.016926300000000002
4/2/2016 18:00,0.0545021,0.260527,1.7246299999999999,0.0764745
4/2/2016 19:00,0.21161100000000002,0.591179,0.118592,0.265196
4/2/2016 20:00,0.313927,0.035487300000000006,0.77341,0.112403
4/2/2016 21:00,0.270488,0.307577,0.307118,0.479843
4/2/2016 22:00,4.90566,0.451809,0.738121,0.07242280000000001
4/2/2016 23:00,0.13308299999999998,0.22786599999999999,0.40016799999999997,0.06418330000000001
4/3/2016 0:00,0.306977,0.181853,0.0787807,0.14494500000000002
4/3/2016 1:00,0.345097,0.42164300000000005,0.426835,0.16651400000000002
4/3/2016 2:00,0.117344,0.035456800000000004,0.104777,0.437457
4/3/2016 3:00,0.0637595,0.321017,0.0235253,0.30504000000000003
4/3/2016 4:00,0.43426800000000004,0.219146,0.21049299999999999,0.353261
4/3/2016 5:00,0.135698,0.14510399999999998,0.402658,0.494464
4/3/2016 6:00,0.0323945,0.72643,0.0698518,0.372623
4/3/2016 7:00,0.327063,0.100107,0.22567399999999999,0.274196
4/3/2016 8:00,0.00852258,0.0438086,0.48468900000000004,0.06583589999999999
4/3/2016 9:00,0.636885,0.35744000000000004,0.101007,0.030036700000000003
4/3/2016 10:00,0.45224899999999996,0.40707899999999997,0.430422,0.021416900000000003
4/3/2016 11:00,0.559485,0.0759556,0.28678899999999996,0.274015
4/3/2016 12:00,0.399161,0.229381,3.48706,0.205134
4/3/2016 13:00,0.6390710000000001,0.0707767,0.246317,0.393782
4/3/2016 14:00,0.629536,0.335489,0.482308,0.451809
4/3/2016 15:00,0.0505891,0.40525700000000003,0.595194,0.00930215
4/3/2016 16:00,0.19661099999999998,0.48702700000000004,0.34936999999999996,0.382865
4/3/2016 17:00,0.0629285,0.42455,0.34814,0.24542199999999997
4/3/2016 18:00,0.188113,0.27053699999999997,0.159166,0.198707
4/3/2016 19:00,0.264995,0.300865,0.32521500000000003,0.04971830000000001
4/3/2016 20:00,0.00196876,0.0450261,0.394959,0.268181
4/3/2016 21:00,0.335124,0.266852,0.378835,0.07953330000000002
4/3/2016 22:00,0.6199100000000001,0.17136099999999999,0.0262827,0.12091400000000001
4/3/2016 23:00,0.297095,0.585829,0.0076813,0.591179
4/4/2016 0:00,0.11666099999999999,0.183788,0.21535300000000002,0.0452163
4/4/2016 1:00,0.04308119999999999,0.276067,0.304794,0.32583
4/4/2016 2:00,0.39374699999999996,0.044492800000000006,0.774233,0.188649
4/4/2016 3:00,0.595627,0.203955,0.200008,0.128958
4/4/2016 4:00,0.185568,0.176429,0.129228,0.0867743
4/4/2016 5:00,0.31960500000000003,0.0573799,0.219361,0.160618
4/4/2016 6:00,0.370721,0.0712478,0.545601,0.0150097
4/4/2016 7:00,0.329884,0.448035,0.0723374,0.328244
4/4/2016 8:00,0.233393,0.269967,0.231579,0.25277
4/4/2016 9:00,0.119323,0.119649,0.305989,0.47544200000000003
4/4/2016 10:00,0.485874,0.053826,0.313603,0.25605700000000003
4/4/2016 11:00,0.21431,0.2625,0.053905600000000005,0.197927
