,date,Methylosmolene,Chlorodinine,AGOC_3A,Appluimonia,Methylosmolene_anamoly,Chlorodinine_anamoly,AGOC_anamoly,Appluimonia_anamoly
0,2016-04-01 00:00:00,0.110788,0.0115732,0.228558,0.518521,0.0,0.0,0.0,0.0
1,2016-04-01 01:00:00,0.225031,0.0777142,0.452257,0.152105,0.0,0.0,0.0,0.0
2,2016-04-01 02:00:00,0.0704396,0.689016,0.509981,0.6457350000000001,0.0,0.0,0.0,0.0
3,2016-04-01 03:00:00,0.124396,0.0622761,0.280231,0.596467,0.0,0.0,0.0,0.0
4,2016-04-01 04:00:00,0.6417619999999999,0.299912,0.714903,0.146269,0.0,0.0,0.0,0.0
5,2016-04-01 05:00:00,0.020315700000000003,0.138576,0.252217,0.285482,0.0,0.0,0.0,0.0
6,2016-04-01 06:00:00,0.378806,0.524311,0.171442,0.678525,0.0,0.0,0.0,0.0
7,2016-04-01 07:00:00,0.221445,0.542413,0.0958847,0.638567,0.0,0.0,0.0,0.0
8,2016-04-01 08:00:00,0.553491,0.349802,0.285264,0.476664,0.0,0.0,0.0,0.0
9,2016-04-01 09:00:00,0.474724,0.7166600000000001,0.201245,0.586124,0.0,0.0,0.0,0.0
10,2016-04-01 10:00:00,0.00298162,0.274667,0.200995,0.289997,0.0,0.0,0.0,0.0
11,2016-04-01 11:00:00,0.242137,0.229816,0.11802,0.15096500000000002,0.0,0.0,0.0,0.0
12,2016-04-01 12:00:00,0.10236,0.203687,0.81394,0.127155,0.0,0.0,0.0,0.0
13,2016-04-01 13:00:00,0.0167204,0.433455,0.219576,0.331087,0.0,0.0,0.0,0.0
14,2016-04-01 14:00:00,0.8330120000000001,0.338016,0.985069,0.60598,0.0,0.0,0.0,0.0
15,2016-04-01 15:00:00,0.8371120000000001,0.0763918,0.62139,0.203565,0.0,0.0,0.0,0.0
16,2016-04-01 16:00:00,0.0553067,0.401661,0.296002,0.033555199999999986,0.0,0.0,0.0,0.0
17,2016-04-01 17:00:00,0.0419242,0.460334,0.11175999999999997,0.14272200000000002,0.0,0.0,0.0,0.0
18,2016-04-01 18:00:00,0.023086900000000004,0.354638,0.594371,0.6173609999999999,0.0,0.0,0.0,0.0
19,2016-04-01 19:00:00,0.808434,0.173896,0.511387,0.00660095,0.0,0.0,0.0,0.0
20,2016-04-01 20:00:00,0.284889,0.0334215,0.291975,0.114486,0.0,0.0,0.0,0.0
21,2016-04-01 21:00:00,0.158859,0.410853,0.396742,0.401939,0.0,0.0,0.0,0.0
22,2016-04-01 22:00:00,0.581589,0.236507,1.26089,0.762059,0.0,0.0,0.0,0.0
23,2016-04-01 23:00:00,0.673678,0.397502,0.0381507,0.14369400000000002,0.0,0.0,0.0,0.0
24,2016-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2016-04-02 01:00:00,0.53767,0.0168895,0.185814,0.750262,0.0,0.0,0.0,0.0
26,2016-04-02 02:00:00,0.315683,0.0331214,0.7726,0.80029,0.0,0.0,0.0,0.0
27,2016-04-02 03:00:00,0.133028,0.633578,0.143772,0.31871,0.0,0.0,0.0,0.0
28,2016-04-02 04:00:00,0.792754,0.134299,0.228343,0.313157,0.0,0.0,0.0,0.0
29,2016-04-02 05:00:00,0.182361,0.0504667,0.190161,0.21878000000000006,0.0,0.0,0.0,0.0
30,2016-04-02 06:00:00,0.4203,0.23178,0.298744,0.379414,0.0,0.0,0.0,0.0
31,2016-04-02 07:00:00,0.07763250000000001,0.200505,0.08801389999999999,0.5258010000000001,0.0,0.0,0.0,0.0
32,2016-04-02 08:00:00,0.342931,0.15179700000000002,0.98867,0.069863,0.0,0.0,0.0,0.0
33,2016-04-02 09:00:00,0.751181,0.81926,0.29075,0.631416,0.0,0.0,0.0,0.0
34,2016-04-02 10:00:00,0.599428,0.11727,0.151101,0.929112,0.0,0.0,0.0,0.0
35,2016-04-02 11:00:00,0.516634,0.506522,0.0761568,0.0983831,0.0,0.0,0.0,0.0
36,2016-04-02 12:00:00,0.29947,0.543606,0.123138,0.482328,0.0,0.0,0.0,0.0
37,2016-04-02 13:00:00,0.8755360000000001,0.304837,0.376812,0.673308,0.0,0.0,0.0,0.0
38,2016-04-02 14:00:00,0.101538,0.219331,0.282935,0.114338,0.0,0.0,0.0,0.0
39,2016-04-02 15:00:00,0.0452389,0.28223000000000004,0.117645,0.778458,0.0,0.0,0.0,0.0
40,2016-04-02 16:00:00,0.439957,0.856833,0.1777,0.0559627,0.0,0.0,0.0,0.0
41,2016-04-02 17:00:00,0.214186,0.503167,0.348686,0.102108,0.0,0.0,0.0,0.0
42,2016-04-02 18:00:00,0.249467,0.644588,0.59308,0.13839,0.0,0.0,0.0,0.0
43,2016-04-02 19:00:00,0.279014,0.339859,0.299321,0.315332,0.0,0.0,0.0,0.0
44,2016-04-02 20:00:00,0.24106,0.24447600000000005,0.230835,0.228252,0.0,0.0,0.0,0.0
45,2016-04-02 21:00:00,0.487533,0.020654,0.274961,0.12858599999999998,0.0,0.0,0.0,0.0
46,2016-04-02 22:00:00,0.295781,0.256416,0.718881,0.0688266,0.0,0.0,0.0,0.0
47,2016-04-02 23:00:00,0.124694,0.699788,0.470055,0.266724,0.0,0.0,0.0,0.0
48,2016-04-03 00:00:00,0.195976,0.969116,1.15709,0.306265,0.0,0.0,0.0,0.0
49,2016-04-03 01:00:00,0.136098,0.308046,0.531419,1.00538,0.0,0.0,0.0,0.0
50,2016-04-03 02:00:00,0.640694,0.440017,0.292918,0.00391385,0.0,0.0,0.0,0.0
51,2016-04-03 03:00:00,0.5239510000000001,0.243286,0.198087,0.0720086,0.0,0.0,0.0,0.0
52,2016-04-03 04:00:00,0.696862,0.259421,0.0605993,0.761075,0.0,0.0,0.0,0.0
53,2016-04-03 05:00:00,0.154539,0.398784,0.4628850000000001,0.6460100000000001,0.0,0.0,0.0,0.0
54,2016-04-03 06:00:00,0.124907,0.977847,0.945782,1.0983,0.0,0.0,0.0,0.0
55,2016-04-03 07:00:00,0.805531,0.310809,0.159371,0.457128,0.0,0.0,0.0,0.0
56,2016-04-03 08:00:00,0.637007,0.229852,0.16428900000000002,0.792205,0.0,0.0,0.0,0.0
57,2016-04-03 09:00:00,0.255733,0.691871,0.296033,0.034522000000000004,0.0,0.0,0.0,0.0
58,2016-04-03 10:00:00,0.144607,0.147606,0.343225,0.970091,0.0,0.0,0.0,0.0
59,2016-04-03 11:00:00,0.110474,0.74238,0.585417,0.312391,0.0,0.0,0.0,0.0
60,2016-04-03 12:00:00,0.0123931,0.34636100000000003,0.059427,0.445645,0.0,0.0,0.0,0.0
61,2016-04-03 13:00:00,0.748818,0.287341,0.0439434,0.392059,0.0,0.0,0.0,0.0
62,2016-04-03 14:00:00,1.12677,0.5916939999999999,0.274588,0.756851,0.0,0.0,0.0,0.0
63,2016-04-03 15:00:00,0.108661,0.252738,0.569702,0.0640518,0.0,0.0,0.0,0.0
64,2016-04-03 16:00:00,0.286736,0.149207,0.228804,0.164245,0.0,0.0,0.0,0.0
65,2016-04-03 17:00:00,0.501254,0.4617729999999999,1.34113,0.643795,0.0,0.0,0.0,0.0
66,2016-04-03 18:00:00,0.178524,0.322816,0.6369520000000001,0.444846,0.0,0.0,0.0,0.0
67,2016-04-03 19:00:00,1.19484,0.365446,0.526228,1.1134,0.0,0.0,0.0,0.0
68,2016-04-03 20:00:00,0.6457350000000001,0.413495,0.234574,0.510217,0.0,0.0,0.0,0.0
69,2016-04-03 21:00:00,0.4097020000000001,0.720989,0.244759,0.217097,0.0,0.0,0.0,0.0
70,2016-04-03 22:00:00,0.0915418,0.349145,0.0113335,0.558127,0.0,0.0,0.0,0.0
71,2016-04-03 23:00:00,0.64323,0.126825,0.0350886,0.409307,0.0,0.0,0.0,0.0
72,2016-04-04 00:00:00,0.330248,1.18824,0.561673,0.273405,0.0,0.0,0.0,0.0
73,2016-04-04 01:00:00,0.564314,0.812552,0.06593910000000001,0.430558,0.0,0.0,0.0,0.0
74,2016-04-04 02:00:00,0.393434,0.220311,0.060521300000000014,0.167053,0.0,0.0,0.0,0.0
75,2016-04-04 03:00:00,0.314763,0.834514,0.16883299999999998,0.619578,0.0,0.0,0.0,0.0
76,2016-04-04 04:00:00,0.4259850000000001,0.180822,0.0808034,0.135534,0.0,0.0,0.0,0.0
77,2016-04-04 05:00:00,0.617097,0.243429,0.169938,0.00159828,0.0,0.0,0.0,0.0
